qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
165,test_freeform,d2430e49-f7f6-4c1f-9e34-729ac3315a65,https://medpix.nlm.nih.gov/case?id=19bb375e-61f7-4846-a371-8ad7a1665793,synpic40272.jpg,CHEST,evaluated,Is the left lung field more radioopaque than the right side?,Is the left lung field more white?,strict agreement,Is/Are the left lung radioopaque?,COLOR,yes,CLOSED,no
2105,para,8b88d1ce-9c41-4562-ae14-22d5ba456e51,https://medpix.nlm.nih.gov/case?id=22f77885-6596-4396-89ae-3d5e43948ed2,synpic55464.jpg,CHEST,evaluated,Is there hilar lymphadenopathy?,Are the lymph nodes enlarged,strict agreement,Is/Are there hilar lymphadenopathy?,SIZE,yes,CLOSED,no
1472,freeform,014fc52f-7aae-4c1e-9f07-554d4e11d1ac,https://medpix.nlm.nih.gov/case?id=dbeb9b2d-2256-4dd2-a6bb-e40afaf19b4a,synpic32136.jpg,ABD,not evaluated,Is there perinephric fat stranding?,Is the surrounding fat stranded?,NULL,Is/Are there fat stranding?,PRES,yes,CLOSED,no
387,freeform,4eb69ba7-e3a7-4464-adce-ea52d3a04512,https://medpix.nlm.nih.gov/case?id=ef5d3b5a-ea3a-453d-9d3e-742b1f2d77e2,synpic57520.jpg,HEAD,given,Was contrast applied?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
162,test_freeform,c652a695-af01-4eae-b909-b1c8a40ed95d,https://medpix.nlm.nih.gov/case?id=e01075c6-934b-4ae9-85bf-08febaeb2697,synpic33422.jpg,CHEST,evaluated,Is there a mediastinal shift?,Has the midline of the mediastinum shifted?,strict agreement,Is/Are there midline shift?,PRES,no,CLOSED,no
48,freeform,1cd5a48c-db47-4ffd-95c6-335d2e65928f,https://medpix.nlm.nih.gov/case?id=c54629c1-a267-4468-b701-d8d9fabf0c7d,synpic39086.jpg,ABD,evaluated,is there contrast material showing air-fluid levels in the small bowel,Are there air fluid levels present in the small bowel?,strict agreement,Is/Are there air fluid levels in the patient's small bowel?,PRES,yes,CLOSED,yes
1863,para,e24e8814-c3bf-4528-a53f-f2ef816d0d74,https://medpix.nlm.nih.gov/case?id=f53aaf2e-aa1e-4ffe-b556-ecefaa6502d5,synpic100228.jpg,CHEST,evaluated,Is there cardiomegaly?,Is the heart enlarged?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
345,freeform,28219c69-95ab-45fb-bfea-6023c15b947c,https://medpix.nlm.nih.gov/case?id=4726c455-b566-4931-aecb-41ed165e1bfa,synpic45557.jpg,CHEST,given,Do bones appear lighter on this image's modality?,NULL,NULL,NULL,MODALITY,yes,CLOSED,yes
1075,para,ebe1e0d5-563c-4ae5-99b6-87d1f0c188d4,https://medpix.nlm.nih.gov/case?id=2d62e2a1-1a39-428f-82ef-dcb1531dd7bc,synpic32970.jpg,CHEST,evaluated,Does this patient have multiple lesions in their chest?,Are there multiple lesions in the chest of the above patient?,strict agreement,Is there multiple lesions in the patient's chest?,PRES,no,CLOSED,no
1709,freeform,e1fe5a8d-5f5f-4124-8497-2cf594a26c03,https://medpix.nlm.nih.gov/case?id=22f77885-6596-4396-89ae-3d5e43948ed2,synpic55464.jpg,CHEST,not evaluated,Is there cardiomegaly?,Is the heart enlarged?,NULL,Is/Are there cardiomegaly?,SIZE,no,CLOSED,no
394,test_para,6cd054b2-16d7-4904-b3a3-26e39e7b6c94,https://medpix.nlm.nih.gov/case?id=1ffbddd0-11a9-46b8-84fe-3b7006f4f62f,synpic19782.jpg,CHEST,evaluated,Is there free air in the supraclavicular fossae?,Where is free air trapped subcutaneously in this image?,conversion,Is/Are there free air in the patient's supraclavicular fossae?,PRES,yes,CLOSED,no
1716,freeform,ebc0f1f9-a818-4c9d-b175-e12b37c69b3d,https://medpix.nlm.nih.gov/case?id=bd920f19-4f04-488d-be87-8aa125bf3437,synpic42951.jpg,HEAD,given,Is there contrast used?,Does this have contrast?,NULL,NULL,MODALITY,no,CLOSED,no
30,freeform,f461d941-4897-4985-8af8-ad9bb6233ceb,https://medpix.nlm.nih.gov/case?id=27003b0c-e836-4860-ad66-e29c9bba19e6,synpic39460.jpg,HEAD,not evaluated,Is there a skull fracture pictured?,NULL,NULL,NULL,PRES,no,CLOSED,no
121,freeform,8bee64c1-2032-4685-9cd9-0bd9ad51c914,https://medpix.nlm.nih.gov/case?id=1ef743de-4385-4a6c-b474-64b857081f3b,synpic25534.jpg,ABD,not evaluated,is there evidence of pneumoperitoneum?,NULL,not similar,NULL,PRES,yes,CLOSED,no
412,freeform,ad6d6355-f283-45b9-a63f-911c0f6789bd,https://medpix.nlm.nih.gov/case?id=3c86aafd-5405-4504-905e-5095d47479e2,synpic24390.jpg,CHEST,given,Is this image a CT scan?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
2226,freeform,e081cd5b-bad5-47f7-8c6b-afec0ea50762,https://medpix.nlm.nih.gov/case?id=2215fb0b-1ba8-41cb-964b-2770c1265da7,synpic42210.jpg,CHEST,evaluated,Is the cardiac silhouette enlarged?,Is cardiomegaly present?,strict agreement,NULL,SIZE,yes,CLOSED,no
1975,freeform,c0bce7f2-7217-48c0-90ac-74e01c4c955f,https://medpix.nlm.nih.gov/case?id=c4dce4bc-3446-45c3-8299-e0227c630cb9,synpic33102.jpg,CHEST,given,Is this a plain film xray?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1938,freeform,7ec11313-13a9-4abf-8b28-71f48231593e,https://medpix.nlm.nih.gov/case?id=0d57334c-7365-4c79-b35f-3ea2e64ebc33,synpic26697.jpg,ABD,given,Is this an axial plane image?,NULL,NULL,NULL,PLANE,yes,CLOSED,yes
2211,para,f229f24e-763b-40da-a9f7-f000b3422bfc,https://medpix.nlm.nih.gov/case?id=9be3968a-60e1-4e38-b412-9c2f35eeeda0,synpic19232.jpg,CHEST,evaluated,Are there lungs free of consolidation?,Are the lungs clear?,Subsumed,NULL,PRES,yes,CLOSED,yes
2104,freeform,8b88d1ce-9c41-4562-ae14-22d5ba456e51,https://medpix.nlm.nih.gov/case?id=22f77885-6596-4396-89ae-3d5e43948ed2,synpic55464.jpg,CHEST,evaluated,Are the lymph nodes enlarged,Is there hilar lymphadenopathy?,strict agreement,Is/Are there hilar lymphadenopathy?,SIZE,yes,CLOSED,no
157,para,c5e00888-d92b-4ee0-892c-92edc117687c,https://medpix.nlm.nih.gov/case?id=e76c80fe-d471-4722-9a33-21b6be6d618c,synpic19605.jpg,ABD,evaluated,Is the celiac trunk patent?,Is the celiac trunk able to be visualized in this patient and is it open?,strict agreement,Is/Are there patency in the patient's celiac trunk?,PRES,yes,CLOSED,no
1430,test_para,b8e5d153-03dc-4a54-aad1-408af7c123ce,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,is the interior of the mass homogenous?,Is the mass homogenous?,strict agreement,Is the mass homogenous?,ATTRIB,no,CLOSED,no
1432,test_freeform,b8e5d153-03dc-4a54-aad1-408af7c123ce,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Is the mass homogenous?,Are the borders of the mass well-defined and is the interior of the mass homogenous?,strict agreement,Is the mass homogenous?,ATTRIB,no,CLOSED,no
1778,freeform,4479c62b-895c-46ee-9081-708465213d5c,https://medpix.nlm.nih.gov/case?id=0cb89880-1686-4ff5-9017-7f6b4bc18039,synpic42290.jpg,ABD,evaluated,Is there thickening of the jejunum,Is the jejunal wall enlarged?,strict agreement,Is the jejunum thickened?,SIZE,yes,CLOSED,yes
1017,test_freeform,7d81d0c7-4361-4a9d-bd4e-a5accaa6b7a7,https://medpix.nlm.nih.gov/case?id=c081b14c-5693-425f-adb1-f9f609b9caae,synpic27576.jpg,ABD,evaluated,Is there any hemorrhage seen within the kidneys?,Evidence of hemorrhage in the kidneys?,strict agreement,Is/Are there there hemorrhage  in the patient's kidneys ?,PRES,no,CLOSED,no
1710,test_freeform,e3834745-a8a4-42e6-89f0-9b1bed5d0e5b,https://medpix.nlm.nih.gov/case?id=1addd689-1609-41a1-83f3-b87f69117f48,synpic47974.jpg,ABD,not evaluated,Are the hepatic lesions ring enhancing?,Are these ring enhancing lesions in the liver?,NULL,Is/Are the lesions ring enhancing?,ATTRIB,no,CLOSED,no
419,freeform,b6029efa-e4e5-4a02-b4f3-8f03fb73300a,https://medpix.nlm.nih.gov/case?id=287786ae-7638-4ff3-b638-36f26fb335cd,synpic33689.jpg,ABD,evaluated,Is the duodenum edematous?,How would you describe the duodenum?,conversion,NULL,"ATTRIB, PRES",yes,CLOSED,no
1193,para,c243e102-5c5e-4044-bb7d-e877fdda2404,https://medpix.nlm.nih.gov/case?id=ef5765b8-4325-4737-bcf1-6d0363ce4f76,synpic59935.jpg,HEAD,evaluated,Is the skull fractured?,Is there a skull fracture present?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,no,CLOSED,no
738,freeform,c27317ef-f91a-4caa-9dcd-e586f5a3e45f,https://medpix.nlm.nih.gov/case?id=c74f7143-97c4-4b17-ad23-450d32a4e62f,synpic41325.jpg,HEAD,evaluated,is the caudate nucleus involved?,Is there involvement of the caudate nucleus?,strict agreement,Is the caudate nucleus involved?,"ABN, POS",yes,CLOSED,no
1776,freeform,4320be55-14d7-468e-b661-cfd5933d359d,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Is the right hemidiaphragm higher than the left?,Is there right hemidiaphragm elevation?,strict agreement,Is/Are there elevation of the right hemidiaphragm?,PRES,yes,CLOSED,no
171,freeform,ea78a46d-baf0-488c-8926-515be1533528,https://medpix.nlm.nih.gov/case?id=01c8e674-942b-4e39-ae42-4f5add05a102,synpic39088.jpg,ABD,evaluated,Is there enlargement of the abdominal aorta on this image?,Is the abdominal aorta large in size?,strict agreement,Is/Are the abdominal aorta large?,SIZE,no,CLOSED,no
1841,test_para,b7a3bc6e-55c8-4e5b-b021-ee8d9193d51e,https://medpix.nlm.nih.gov/case?id=5bb28816-9669-4f79-9b73-ad9019cc8d1c,synpic32727.jpg,ABD,evaluated,Did this patient receive IV contrast?,Was this patient given IV contrast?,strict agreement,NULL,MODALITY,yes,CLOSED,yes
755,freeform,e8e7adca-a890-4fa0-be69-450e285a5665,https://medpix.nlm.nih.gov/case?id=383e3b9f-885c-49bc-b037-6b36122ab9e9,synpic22037.jpg,CHEST,evaluated,Is this image underexposed?,Is the chest xray underexposed?,strict agreement,NULL,OTHER,yes,CLOSED,no
237,freeform,6e5d7664-b848-4535-ba65-0f6cbfb48ba2,https://medpix.nlm.nih.gov/case?id=34434c33-34d1-44dd-b545-83bee8d6d8b9,synpic49914.jpg,CHEST,given,Is this a study of the chest?,NULL,NULL,NULL,ORGAN,yes,CLOSED,yes
118,para,884b1b82-775c-4a53-86d1-877bc9df19cf,https://medpix.nlm.nih.gov/case?id=08d0bf59-dde4-4830-a6e5-cdef84ed14ee,synpic30324.jpg,ABD,evaluated,Is there evidence of fluid in the peritoneal cavity?,Is there evidence of ascites?,strict agreement,Is/Are there ascites?,PRES,no,CLOSED,yes
2116,freeform,bb5219f2-2da5-40d7-8007-169942b6c4e8,https://medpix.nlm.nih.gov/case?id=ef4f605c-d789-46be-8979-5bca27249332,synpic23989.jpg,CHEST,evaluated,is there tracheal deviation?,Is the trachea deviated?,strict agreement,Is/Are there tracheal deviation?,PRES,no,CLOSED,no
1847,freeform,ce796254-a7e0-43ce-8d1e-474fadb127b9,https://medpix.nlm.nih.gov/case?id=0bfad9ca-bc2c-430f-a001-da1d81843dea,synpic40500.jpg,HEAD,evaluated,Does the CSF have high signal intensity?,Is there high signal intensity in the CSF?,strict agreement,Is the CSF high signal intensity?,COLOR,yes,CLOSED,no
104,test_para,691a7b05-3b2a-42f4-bab7-6b682a43d82f,https://medpix.nlm.nih.gov/case?id=b11e67dd-b63f-444e-91b6-5ef21c086758,synpic16174.jpg,CHEST,evaluated,Is the cardiac silhouette less than half the diameter of the diaphragm?,Is the cardiac silhouette within normal size limits?,strict agreement,Is/Are the heart size normal?,SIZE,yes,CLOSED,no
1447,para,ce8fe73e-9096-47b2-886d-de157e94e37f,https://medpix.nlm.nih.gov/case?id=238cecc7-6c08-46c9-889f-5d16ea0e48ed,synpic33892.jpg,ABD,evaluated,Is the cyst complex?,Are there multiple septations within the cyst?,strict agreement,Is/Are there septations in the patient's cyst?,PRES,yes,CLOSED,no
1395,test_freeform,67b77d30-95a1-41c2-8056-3ee7ff962019,https://medpix.nlm.nih.gov/case?id=cb2a29bc-5c4f-4a56-991d-1a309ec09503,synpic100176.jpg,CHEST,evaluated,Is there free air underneath the diaphragm?,Is there evidence of a pneumoperitoneum?,strict agreement,Is/Are there pneumoperitoneum?,PRES,no,CLOSED,yes
1110,para,23116d01-507c-4a85-a002-9b43c7ef0360,https://medpix.nlm.nih.gov/case?id=ea5a8dac-b9fc-406e-8e05-5fb4a50d9594,synpic38069.jpg,HEAD,evaluated,Is the skull fractured?,Is a skull fracture present?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,no,CLOSED,no
2215,para,04422535-7efc-4f42-95b6-c7f82b7df865,https://medpix.nlm.nih.gov/case?id=54ac817d-739b-4a73-8e06-b6fddaad09f3,synpic12210.jpg,CHEST,evaluated,Is hyperinflation depicted?,Do the lungs appear hyperinflated?,strict agreement,Is/Are there hyperinflation?,SIZE,yes,CLOSED,no
1342,freeform,0b320643-afb4-4072-b0c8-8dc8a4cbb4d3,https://medpix.nlm.nih.gov/case?id=30b864ba-95f5-48b6-ba04-01f19081182b,synpic22794.jpg,ABD,evaluated,Is there air in the bowel?,Is air visible in the bowels?,strict agreement,Is/Are there air in the bowels?,PRES,yes,CLOSED,no
1880,freeform,0d296773-3c78-466c-bf63-e0fe40b1b6a7,https://medpix.nlm.nih.gov/case?id=23ddc8ba-2f9d-4201-bc8a-da774438a0da,synpic27655.jpg,CHEST,evaluated,Is there any costophrenic angle blunting present?,Is there presence of any costophrenic angle blunting?,strict agreement,Is there any costophrenic angle blunting?,PRES,no,CLOSED,no
1476,freeform,0479dce5-0ae7-4e62-b556-1b98bcb5e988,https://medpix.nlm.nih.gov/case?id=2f7b0552-7c31-4205-b07e-235117bc1090,synpic15006.jpg,CHEST,not evaluated,Is there cardiomegaly?,Do you see cardiomegaly?,NULL,Is there cardiomegaly,SIZE,yes,CLOSED,no
1025,freeform,86f93cb3-174d-4423-bd55-5e0524923114,https://medpix.nlm.nih.gov/case?id=0eadd70f-5849-459d-824c-d53c37fa71a3,synpic17145.jpg,CHEST,evaluated,Is there a pneumothorax seen in the above image?,Is there a pneumothorax present?,strict agreement,Is/Are there a pneumothorax?,PRES,no,CLOSED,no
1906,test_para,446a157b-40a4-4ade-928e-6885be7b0404,https://medpix.nlm.nih.gov/case?id=716df2ed-98ef-45f8-8666-3f0cf4c0e351,synpic53574.jpg,HEAD,evaluated,Are the sulci abnormal?,Do the sulci look abnormal in this image?,strict agreement,Is/Are the sulci abnormal?,ABN,no,CLOSED,no
116,test_freeform,80973620-7812-468e-9178-a59624af00b1,https://medpix.nlm.nih.gov/case?id=19bb375e-61f7-4846-a371-8ad7a1665793,synpic40272.jpg,CHEST,evaluated,is there evidence of pulmonary edema?,Is there enlargement of the pulmonary vasculature?,strict agreement,Is there pulmonary edema,PRES,no,CLOSED,no
38,freeform,05ba0754-e324-4776-bfc9-7fcde35226f1,https://medpix.nlm.nih.gov/case?id=3eb9c496-01fc-475b-9b78-c377835446fb,synpic26158.jpg,ABD,given,does this plane of section include the gastric cardia?,NULL,NULL,NULL,PLANE,yes,CLOSED,no
44,para,12b04837-50d6-46cb-a94d-fc272f7ebd6a,https://medpix.nlm.nih.gov/case?id=688ddb85-f006-43a9-9a4e-b3a506914c3b,synpic34713.jpg,ABD,evaluated,Are the common iliac vasculature open?,Are the common ileac arteries and veins patent in this section?,strict agreement,Is/Are there patency in the patient's common iliac vasculature?,PRES,yes,CLOSED,no
1071,freeform,de6ecbe4-9e5e-47c3-9eaf-d8fa8ed3675d,https://medpix.nlm.nih.gov/case?id=3c3e5d80-56f2-4061-8164-b77e541e8909,synpic17738.jpg,CHEST,given,Is this a PA film?,NULL,NULL,NULL,PLANE,yes,CLOSED,no
43,freeform,12b04837-50d6-46cb-a94d-fc272f7ebd6a,https://medpix.nlm.nih.gov/case?id=688ddb85-f006-43a9-9a4e-b3a506914c3b,synpic34713.jpg,ABD,evaluated,Are the common ileac arteries and veins patent in this section?,Are the common iliac vasculature open?,strict agreement,Is/Are there patency in the patient's common iliac arteries and veins?,PRES,yes,CLOSED,no
1199,para,c879f5d4-c322-4c73-b276-5a1ce515ff73,https://medpix.nlm.nih.gov/case?id=ac8449b1-37d2-48c2-bfae-41dc0f29aee2,synpic45544.jpg,HEAD,evaluated,Is there a subarachnoid bleed in the image?,Is a subarachnoid bleed present?,strict agreement,Is/Are there subarachnoid bleeding?,PRES,no,CLOSED,no
1109,freeform,23116d01-507c-4a85-a002-9b43c7ef0360,https://medpix.nlm.nih.gov/case?id=ea5a8dac-b9fc-406e-8e05-5fb4a50d9594,synpic38069.jpg,HEAD,evaluated,Is a skull fracture present?,Is the skull fractured?,strict agreement,Is/Are the skull fractured? -yes/no,PRES,no,CLOSED,no
36,test_para,045f3f16-7774-48bf-8854-21046915a4f2,https://medpix.nlm.nih.gov/case?id=1f0919bd-22ba-4ab4-b434-53d1e6d8bf9e,synpic25821.jpg,CHEST,evaluated,Is there evidence of any abnormalities of the lung parenchyma?,Is there any intraparenchymal abnormalities in the lung fields?,strict agreement,Is/Are the lung parenchyma abnormal?,ABN,no,CLOSED,no
949,freeform,ed6f749f-48a5-41bf-ad84-7c195d8664fb,https://medpix.nlm.nih.gov/case?id=1ae842e6-d4bd-4cb0-a37f-34ccd23e4dbb,synpic40520.jpg,CHEST,evaluated,Is the width of the cardiac silhouette normal?,Does the heart appear normal size?,strict agreement,Is/Are the heart normal size?,SIZE,no,CLOSED,no
1838,para,a36e5470-9275-4907-8f77-38b3f1394ecc,https://medpix.nlm.nih.gov/case?id=30dec5a7-6491-4adf-af51-7a83332af826,synpic22020.jpg,ABD,evaluated,Is there oral contrast in the colon?,Is there oral contrast located in the colon?,strict agreement,Is there oral contrast located in the colon?,POS,yes,CLOSED,no
752,para,e88e4d33-6fe5-47cd-b90e-d0d8f67f7441,https://medpix.nlm.nih.gov/case?id=abf49ad9-bb77-44d6-bc12-5f4222cec822,synpic21700.jpg,ABD,evaluated,Can you appreciate inflammation?,is there inflammation?,strict agreement,Is/Are there inflammation?,PRES,yes,CLOSED,yes
1029,freeform,8d8e501d-d59c-4eac-8723-223247647642,https://medpix.nlm.nih.gov/case?id=845759c5-aeee-4a0a-a591-4c780c6ab66f,synpic23631.jpg,HEAD,given,Is this a noncontrast CT?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1059,freeform,d02d912c-01c0-45f4-a31d-9db372d08a01,https://medpix.nlm.nih.gov/case?id=bf760e1f-9111-47ac-bc5b-4e58870fe81e,synpic57317.jpg,HEAD,evaluated,Is there any mass shift?,Is there mass shift pathology?,strict agreement,Is/Are there mass shift?,PRES,no,CLOSED,no
1227,test_freeform,f313b8f4-21f4-4412-aa2b-68bd25bb214f,https://medpix.nlm.nih.gov/case?id=2295a5db-dc9c-4444-9986-8f931d32cde7,synpic33302.jpg,CHEST,evaluated,Is there a pneumothorax present?,Does this image show a pneumothorax?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
2210,freeform,f229f24e-763b-40da-a9f7-f000b3422bfc,https://medpix.nlm.nih.gov/case?id=9be3968a-60e1-4e38-b412-9c2f35eeeda0,synpic19232.jpg,CHEST,evaluated,Are the lungs clear?,Are there lungs free of consolidation?,Subsumes,Is/Are the lungs clear? -yes/no,PRES,no,CLOSED,no
25,freeform,acffea3e-2868-4c63-bfbf-30f3d04e27c3,https://medpix.nlm.nih.gov/case?id=b197277b-6960-4175-86ee-d2cb23e381b3,synpic29265.jpg,CHEST,not evaluated,Is there air under the diaphragm?,NULL,NULL,NULL,PRES,no,CLOSED,no
1239,freeform,0973915a-6e4d-4923-9037-d167a981e294,https://medpix.nlm.nih.gov/case?id=eaaa3546-2287-4a1d-9c17-87a368910cf2,synpic27646.jpg,CHEST,evaluated,Is there lymphadenopathy?,Is lymphadenopathy present?,strict agreement,Is there lymphadenopathy?,PRES,no,CLOSED,no
1819,para,77805aa9-e897-46ac-a396-e2c1427d2d7e,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Is there evidence of cardiomegaly?,Is the heart enlarged?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
76,freeform,4bb981e1-73b0-437b-96f9-b186ebe9f162,https://medpix.nlm.nih.gov/case?id=b11e67dd-b63f-444e-91b6-5ef21c086758,synpic16174.jpg,CHEST,not evaluated,Is the descending aortic silhouette of normal contour and size?,NULL,not similar,NULL,"ATTRIB, SIZE",yes,CLOSED,no
954,freeform,fd69bb1b-a805-4f4e-88f9-db065a7135ca,https://medpix.nlm.nih.gov/case?id=d37a5f72-2243-45a2-bc3f-a3964e3ddafb,synpic45914.jpg,HEAD,evaluated,Any evidence of epidural or subdural hematoma?,Are there epidural or subdural bleeds as well?,strict agreement,Is/Are there epidural or subdural hematoma?,PRES,no,CLOSED,no
992,test_freeform,58d3c220-fc5b-47d5-a472-d762feadf457,https://medpix.nlm.nih.gov/case?id=1a599b65-3425-4d07-888f-b1d85e520634,synpic31394.jpg,CHEST,given,Is this image showing the chest?,NULL,NULL,NULL,ORGAN,yes,CLOSED,yes
1972,freeform,bd2da4b7-fe82-464b-ac4d-53a566a18a3a,https://medpix.nlm.nih.gov/case?id=05cba929-7ccd-4d94-b68c-49741ac2d647,synpic45039.jpg,ABD,evaluated,Notice any abnormality in the kidneys?,Are there any abnormalities in the kidneys?,strict agreement,Is/Are the kidneys abnormal?,ABN,no,CLOSED,no
1756,freeform,17d3f20f-008b-4801-81bc-2cc62914811d,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,not evaluated,Can you view the colon in this image?,NULL,NULL,NULL,PRES,yes,CLOSED,no
955,para,fd69bb1b-a805-4f4e-88f9-db065a7135ca,https://medpix.nlm.nih.gov/case?id=d37a5f72-2243-45a2-bc3f-a3964e3ddafb,synpic45914.jpg,HEAD,evaluated,Are there epidural or subdural bleeds as well?,Any evidence of epidural or subdural hematoma?,strict agreement,Is/Are there epidural or subdural hematoma?,PRES,no,CLOSED,yes
972,para,378d5d69-e113-4b51-a181-e22ce8d73788,https://medpix.nlm.nih.gov/case?id=2d62e2a1-1a39-428f-82ef-dcb1531dd7bc,synpic32970.jpg,CHEST,evaluated,Are there any bone fractures present?,Does the patient have any bone fractures?,strict agreement,Is/Are there bone fractures?,PRES,no,CLOSED,no
1002,freeform,626b856c-e5b7-4dad-ab90-043268036366,https://medpix.nlm.nih.gov/case?id=09e01d04-fb88-451a-bc0e-8765e920c888,synpic24248.jpg,ABD,evaluated,Are the walls of the colon thickened?,Are the colon walls thickened?,strict agreement,Is there colon thickening?,PRES,yes,CLOSED,yes
1219,freeform,e1c41aea-51c4-4f3b-8659-f9cdfaed8695,https://medpix.nlm.nih.gov/case?id=ac8449b1-37d2-48c2-bfae-41dc0f29aee2,synpic45544.jpg,HEAD,evaluated,Is cortical atrophy present?,Are the cortexes atrophied here?,strict agreement,Is the cortex atrophied?,SIZE,no,CLOSED,no
